player_id,full_name,position,team,number,college,years_exp,birth_date,age,height,weight,depth_chart_order,injury_status,injury_body_part,stats_id,fantasy_data_id
6783,Jerry Jeudy,WR,CLE,3.0,Alabama,6.0,1999-04-24,27.0,73,195,3.0,Questionable,Hamstring,,21692.0
13600,Tyren Montgomery,WR,TEN,19.0,John Carroll,0.0,,,71,204,,,,,26980.0
11616,Jacob Cowing,WR,SF,19.0,Arizona,2.0,2001-02-04,25.0,69,171,8.0,,,,24981.0
5965,Miles Boykin,WR,,80.0,Notre Dame,6.0,1996-10-12,29.0,75,231,,,,884553.0,21037.0
13064,Dorian Singer,WR,,,Utah,1.0,2002-10-16,23.0,72,181,,,,,
4992,Dante Pettis,WR,,11.0,Washington,8.0,1995-10-23,30.0,73,195,,,,837820.0,19854.0
11155,Christian Sims,TE,,46.0,Bowling Green,1.0,2001-02-15,22.0,74,243,,,,,
9504,Kayshon Boutte,WR,NE,9.0,LSU,3.0,2002-05-07,24.0,71,203,3.0,,,,23121.0
4828,Rashard Davis,WR,,6.0,James Madison,5.0,1995-09-14,26.0,69,180,,,,750368.0,19732.0
4396,Drew Morgan,WR,,81.0,Arkansas,5.0,1994-12-02,27.0,72,187,,,,744431.0,19255.0
4038,John Ross,WR,,38.0,Washington,7.0,1995-11-27,29.0,71,190,,,,747906.0,18881.0
12507,Omarion Hampton,RB,LAC,8.0,North Carolina,1.0,2003-03-16,23.0,72,220,1.0,,,,25956.0
11439,Jaleel McLaughlin,RB,DEN,38.0,Youngstown State,3.0,2000-09-13,25.0,67,187,5.0,,,,24311.0
11282,Johnny King,WR,,43.0,Southeast Missouri State,1.0,1999-09-29,23.0,77,209,,,,,
3730,Tevin Jones,WR,,0.0,Memphis,6.0,1992-12-26,29.0,74,225,,,,614302.0,18540.0
13302,Adam Randall,RB,BAL,23.0,Clemson,0.0,2004-07-14,22.0,75,232,3.0,,,,26737.0
5718,Ryan Yurachek,TE,,42.0,Marshall,4.0,1996-08-27,25.0,72,239,,,,843755.0,20632.0
3916,David Watford,WR,,14.0,Hampton,6.0,1993-06-16,28.0,74,212,,,,596437.0,18743.0
5530,Evan Berry,WR,,0.0,Tennessee,4.0,1995-11-04,26.0,71,205,,,,829985.0,20120.0
11445,Taylor Grimes,WR,,13.0,Incarnate Word,1.0,2000-03-26,23.0,71,188,,,,,
5619,Dalyn Dawkins,RB,,28.0,Colorado State,4.0,1994-12-12,27.0,67,185,,,,749064.0,20600.0
5122,Boston Scott,RB,,33.0,Louisiana Tech,6.0,1995-04-27,29.0,66,203,,,,749635.0,20039.0
11629,Devontez Walker,WR,BAL,81.0,North Carolina,2.0,2001-06-19,25.0,73,198,5.0,,,,24978.0
13295,Behren Morton,QB,NE,15.0,Texas Tech,0.0,2002-01-17,24.0,74,218,3.0,,,,28049.0
2320,Melvin Gordon,RB,,33.0,Wisconsin,9.0,1993-04-13,30.0,73,215,,,,606516.0,16776.0
1895,AJ McCarron,QB,,4.0,Alabama,10.0,1990-09-13,33.0,75,220,,,,508649.0,16116.0
11906,Ty James,WR,,,Mercer,1.0,2001-04-06,23.0,74,200,,,,,
12493,Oronde Gadsden,TE,LAC,86.0,Syracuse,1.0,2003-06-25,23.0,77,236,1.0,,,,25876.0
12028,TaMerik Williams,RB,,,North Dakota State,1.0,,,72,227,,,,,
12699,LaJohntay Wester,WR,BAL,10.0,Colorado,1.0,2002-03-29,24.0,69,170,6.0,,,,26104.0
13323,Rahsul Faison,RB,,,,0.0,,,72,218,,,,,
12244,DeAngelo Hardy,WR,,,North Central,1.0,,,73,208,,,,,
1387,Rex Burkhead,RB,,28.0,Nebraska,10.0,1990-07-02,32.0,70,215,,,,498760.0,14917.0
7553,Kyle Pitts,TE,ATL,8.0,Florida,5.0,2000-10-06,25.0,78,250,1.0,,,,22508.0
5143,Demario Richard,RB,,0.0,Arizona State,4.0,1996-12-02,25.0,70,219,,,,820617.0,20090.0
8410,Jequez Ezzard,WR,,0.0,Sam Houston State,1.0,,,70,195,,,,,
2025,Albert Wilson,WR,,12.0,Georgia State,9.0,1992-07-12,30.0,69,195,,,,556955.0,16308.0
12300,Joshua Lingenfelter,TE,,,Army,1.0,,,75,250,,,,,
11304,E.J. Jenkins,TE,PHI,84.0,Georgia Tech,3.0,1998-11-03,27.0,78,245,7.0,,,,24800.0
19,Joe Flacco,QB,CIN,16.0,Delaware,18.0,1985-01-16,41.0,78,245,2.0,,,216342.0,611.0
13352,Lincoln Pare,RB,IND,36.0,Texas State,0.0,2001-06-29,25.0,69,200,,,,,26815.0
12967,Jacolby George,WR,,,Miami (FL),1.0,2003-01-25,22.0,71,172,,,,,
14017,Brett Weaver,TE,,,Grand Valley State,0.0,,,78,230,,,,,
13228,Ife Adeyi,WR,,,Sam Houston,1.0,2000-12-05,25.0,70,175,,,,,
6459,Sean Modster,WR,,14.0,Boise State,3.0,1995-11-13,26.0,71,183,,,,837596.0,21480.0
12264,Cole Beck,WR,,,Virginia Tech,1.0,1995-03-15,29.0,73,195,,,,,
801,Charles Clay,TE,,85.0,Tulsa,11.0,1989-02-13,32.0,75,246,,,,400516.0,12751.0
6374,Drew Belcher,TE,,82.0,Maine,3.0,1996-04-18,25.0,75,250,,,,830271.0,21319.0
4054,Mo Alie-Cox,TE,IND,81.0,VCU,9.0,1993-09-19,32.0,77,267,2.0,,,712506.0,18900.0
7944,Michael Strachan,WR,,84.0,Charleston,4.0,1997-08-13,28.0,77,225,,,,,
1550,Ryan Griffin,QB,,4.0,Tulane,10.0,1989-11-17,33.0,76,218,,,,466883.0,15190.0
13108,Julian Fleming,WR,,,Penn State,0.0,2000-12-19,25.0,74,208,,,,,
3423,Robbie Chosen,WR,,12.0,Temple,10.0,1993-05-09,32.0,75,190,,,,608360.0,18187.0
12121,Deshaun Fenwick,RB,,35.0,Oregon State,1.0,1999-12-31,25.0,73,223,,,,,
3496,Stephen Anderson,TE,,40.0,California,8.0,1993-01-30,31.0,75,230,,,,607660.0,18262.0
4813,Marvin Bracy,WR,,87.0,Florida State,5.0,1993-12-15,28.0,69,172,,,,691511.0,19723.0
1800,Jordan Matthews,TE,,81.0,Vanderbilt,11.0,1992-07-16,32.0,75,236,,,,555648.0,15974.0
5100,Jordan Wilkins,RB,,30.0,Ole Miss,5.0,1994-07-18,29.0,73,216,,,,749205.0,19979.0
7938,Hunter Kampmoyer,TE,,84.0,Oregon,3.0,1998-02-06,26.0,76,243,,,,,
12848,Josh Kelly,WR,HOU,85.0,Texas Tech,1.0,2001-07-01,25.0,73,192,,,,,25917.0
8698,Jake Tonges,TE,SF,88.0,California,4.0,1999-07-08,27.0,76,240,2.0,Questionable,Foot,,23662.0
3453,Josh Ferguson,RB,,36.0,Illinois,6.0,1993-05-23,28.0,70,205,,,,606045.0,18217.0
4385,Kalif Phillips,RB,,34.0,North Carolina-Charlotte,5.0,1994-03-22,27.0,70,221,,,,784764.0,19242.0
7013,Steven Montez,QB,,12.0,Colorado,3.0,1997-01-14,26.0,77,230,,,,,21809.0
7862,T.J. Vasher,WR,,16.0,Texas Tech,1.0,1998-08-29,24.0,77,210,,,,,
10233,Max Duggan,QB,,8.0,TCU,1.0,2001-03-12,23.0,73,207,,,,,
6501,C.J. Conrad,TE,,43.0,Kentucky,3.0,1996-05-09,25.0,76,248,,,,867993.0,21497.0
5776,Mark Chapman,WR,,85.0,Central Michigan,4.0,,,72,180,,,,729673.0,20681.0
2948,Brandon Cottom,RB,,42.0,Purdue,7.0,1992-12-21,29.0,76,265,,,,606492.0,17419.0
12971,Ke'Shawn Williams,WR,CIN,12.0,Indiana,1.0,2001-12-27,24.0,69,189,7.0,,,,26394.0
6381,Alexander Hollins,WR,,0.0,Eastern Illinois,3.0,1996-11-24,25.0,73,166,,,,1050926.0,21312.0
6016,Dax Raymond,TE,PIT,49.0,Utah State,3.0,1994-11-30,27.0,76,245,,,,886225.0,20922.0
11157,Brycen Tremayne,WR,CAR,87.0,Stanford,3.0,1999-11-18,26.0,76,212,9.0,,,,24296.0
6908,La'Mical Perine,RB,,29.0,Florida,4.0,1998-01-30,26.0,71,216,,,,,21797.0
4569,Brian Brown,WR,,3.0,Richmond,5.0,1994-10-22,27.0,74,205,,,,751882.0,19454.0
5007,Keke Coutee,WR,,88.0,Texas Tech,5.0,1997-01-14,26.0,71,180,,,,882929.0,19937.0
8116,Pierre Strong,RB,GB,22.0,South Dakota State,4.0,1998-12-10,27.0,71,207,4.0,,,,23218.0
6823,Jacob Eason,QB,,7.0,Washington,4.0,1997-11-17,26.0,78,226,,,,,21820.0
3648,Matt Weiser,TE,,87.0,Buffalo,6.0,1992-10-07,29.0,77,255,,,,607521.0,18441.0
7619,Mathew Sexton,WR,,87.0,Eastern Michigan,3.0,1997-10-17,26.0,70,176,,,,,
13409,Donaven McCulley,WR,MIA,80.0,Michigan,0.0,2003-01-15,23.0,76,203,,,,,28052.0
7585,Davis Mills,QB,HOU,10.0,Stanford,5.0,1998-10-21,27.0,76,225,2.0,,,,22505.0
12399,Caleb Chapman,WR,,,Incarnate Word,1.0,,,77,220,,,,,
8931,Josh Ali,WR,,80.0,Kentucky,2.0,1999-03-03,25.0,72,200,,,,,
8633,Stephon Robinson,WR,,0.0,Kansas State,1.0,,,69,181,,,,,
2359,Ameer Abdullah,RB,JAX,43.0,Nebraska,11.0,1993-06-13,33.0,68,203,5.0,,,590796.0,16815.0
8241,Anthony Brown,QB,,15.0,Oregon,3.0,1998-07-27,26.0,73,217,,,,,
5854,Drew Lock,QB,SEA,2.0,Missouri,7.0,1996-11-10,29.0,76,228,3.0,,,882345.0,20859.0
2936,Rasheed Williams,RB,,0.0,Alfred State,11.0,,,73,215,,,,870447.0,17405.0
3211,Paul Perkins,RB,,0.0,UCLA,6.0,1994-11-16,27.0,71,213,,,,691047.0,17972.0
7593,Trey Sermon,RB,,37.0,Ohio State,5.0,1999-01-30,26.0,72,215,,,,,21801.0
6489,Taryn Christion,QB,,5.0,South Dakota State,3.0,,,74,225,,,,874315.0,21342.0
7614,Darius Clark,RB,,0.0,Newberry,1.0,1996-07-06,25.0,74,210,,,,,
12832,Blayne Taylor,WR,,,Abilene Christian,1.0,2002-03-30,23.0,76,212,,,,,
12809,Mac Dalena,WR,BUF,82.0,Fresno State,1.0,2001-10-04,24.0,71,180,,,,,25936.0
6966,Javon Leake,RB,,40.0,Maryland,2.0,1998-08-01,23.0,72,206,,,,,21787.0
4548,Joel Bouagnon,RB,,34.0,Northern Illinois,5.0,1995-03-28,26.0,74,228,,,,746578.0,19428.0
12354,Easton Dean,TE,,,Iowa State,1.0,2004-12-01,20.0,78,265,,,,,
3021,Devin Gardner,WR,,15.0,Michigan,10.0,1991-12-14,33.0,76,216,,,,543238.0,17625.0
11579,Audric Estime,RB,NO,30.0,Notre Dame,2.0,2003-09-06,22.0,71,227,6.0,,,,24971.0
3294,Dak Prescott,QB,DAL,4.0,Mississippi State,10.0,1993-07-29,32.0,74,230,1.0,Questionable,Knee,591816.0,18055.0
4031,Travis Wilson,TE,,87.0,Utah,5.0,1993-12-14,28.0,79,258,,,,651984.0,18874.0
13301,Antonio Williams,WR,WAS,14.0,Clemson,0.0,2004-07-14,22.0,71,195,2.0,,,,26859.0
7274,Tyler Simmons,WR,,82.0,Georgia,2.0,1997-12-30,24.0,72,201,,,,,22271.0
5359,Dorren Miller,WR,,18.0,Carson-Newman,4.0,1994-08-03,27.0,74,195,,,,1115396.0,20456.0
3609,Chris King,WR,,0.0,Duquesne,9.0,1993-12-13,31.0,73,200,,,,,18396.0
421,Matthew Stafford,QB,LAR,9.0,Georgia,17.0,1988-02-07,38.0,75,214,1.0,,,323205.0,9038.0
11636,Johnny Wilson,WR,PHI,89.0,Florida State,2.0,2001-04-03,25.0,78,228,10.0,,,,24325.0
8134,Khalil Shakir,WR,BUF,10.0,Boise State,4.0,2000-02-03,26.0,72,190,2.0,,,,23227.0
5398,Justin Crawford,RB,,0.0,West Virginia,4.0,1995-02-19,26.0,72,200,,,,919433.0,20521.0
7828,Noah Gray,TE,KC,83.0,Duke,5.0,1999-04-30,27.0,75,240,2.0,,,,21785.0
10861,Xazavian Valladay,RB,,47.0,Arizona State,2.0,1998-07-03,27.0,72,198,,,,,
4814,De'Quan Hampton,WR,,0.0,USC,5.0,1994-04-18,27.0,76,225,,,,880030.0,19724.0
7397,Parker Houston,TE,,86.0,San Diego State,2.0,1997-12-06,24.0,75,250,,,,,22382.0
11557,Joe Milton,QB,DAL,10.0,Tennessee,2.0,2000-03-06,26.0,77,236,2.0,,,,25025.0
5052,Ronald Jones,RB,,32.0,USC,5.0,1997-08-03,26.0,71,208,,,,880033.0,19861.0
4128,Chad Williams,WR,,0.0,Grambling State,5.0,1994-10-19,27.0,73,204,,,,787757.0,18974.0
6626,Isaac Zico,WR,,80.0,Purdue,3.0,1996-06-18,25.0,73,200,,,,1066825.0,21534.0
13304,O'Mega Blake,WR,,,,0.0,,,74,187,,,,,
5995,Justice Hill,RB,BAL,43.0,Oklahoma State,7.0,1997-11-14,28.0,70,205,2.0,,,923109.0,20802.0
3524,Marquise Williams,QB,,0.0,North Carolina,9.0,1992-10-05,32.0,74,225,,,,592506.0,18290.0
4421,Jacob Hollister,TE,,87.0,Wyoming,7.0,1993-11-18,30.0,76,239,,,,696882.0,19281.0
12925,Jamaal Pritchett,WR,NYJ,81.0,South Alabama,1.0,2003-06-10,23.0,68,175,,,,,25913.0
12517,Colston Loveland,TE,CHI,84.0,Michigan,1.0,2004-04-09,22.0,78,241,1.0,,,,25869.0
6081,Kendall Blanton,TE,,80.0,Missouri,4.0,1995-11-10,27.0,78,262,,,,835674.0,21032.0
4479,Thomas Sperbeck,WR,,0.0,Boise State,5.0,1994-10-21,27.0,72,180,,,,728840.0,19347.0
3318,Kevin Hogan,QB,,5.0,Stanford,7.0,1992-10-20,30.0,75,218,,,,598962.0,18079.0
5269,Codey McElroy,TE,,86.0,Southeastern Oklahoma State,4.0,1992-12-13,29.0,78,258,,,,901152.0,20314.0
2553,Rory Anderson,TE,,88.0,South Carolina,7.0,1992-10-02,29.0,76,246,,,,604904.0,17013.0
4585,Anthony Nash,WR,,3.0,Duke,5.0,1993-09-20,28.0,77,200,,,,691498.0,19472.0
11229,Calvin Tyler,RB,,36.0,Utah State,1.0,1998-09-23,24.0,68,208,,,,,
89,Chad Henne,QB,,4.0,Michigan,15.0,1985-07-02,37.0,75,230,,,,264851.0,2405.0
8138,James Cook,RB,BUF,4.0,Georgia,4.0,1999-09-25,26.0,71,190,1.0,,,,23247.0
13906,Jaden Nixon,RB,GB,35.0,UCF,0.0,,,70,199,,,,,28352.0
2770,Harold Spears,TE,,0.0,New Hampshire,10.0,1992-03-09,32.0,76,255,,,,552243.0,17238.0
13988,Stone Eby,TE,,,SMU,0.0,,,77,260,,,,,
7159,Reid Sinnett,QB,,7.0,San Diego,3.0,1997-02-05,26.0,76,225,,,,,22160.0
9231,Jaren Hall,QB,,15.0,BYU,2.0,1998-03-24,27.0,72,207,,,,,
7262,Jalen Morton,QB,IND,6.0,Prairie View,2.0,1997-07-06,24.0,76,226,,,,,22261.0
8442,Jarrett Guarantano,QB,,16.0,Washington State,1.0,1997-11-04,25.0,76,220,,,,,
8119,Jahan Dotson,WR,ATL,4.0,Penn State,4.0,2000-03-22,26.0,71,184,4.0,,,,23155.0
8194,Jashaun Corbin,RB,,30.0,Florida State,3.0,2000-08-20,25.0,71,215,,,,,23301.0
7863,JaQuan Hardy,RB,,45.0,Tiffin,1.0,1997-12-31,24.0,70,225,,,,,
5231,Cole Hunt,TE,,81.0,Texas Christian,4.0,1995-05-30,26.0,79,255,,,,746513.0,20152.0
7407,Isaiah Wright,WR,,0.0,Temple,2.0,1997-01-13,24.0,74,220,,,,,21755.0
5268,Ben Johnson,TE,,0.0,Kansas,4.0,1994-07-28,27.0,77,245,,,,739632.0,20311.0
6075,Jesper Horsted,TE,,84.0,Princeton,5.0,1997-02-27,27.0,75,237,,,,881708.0,20812.0
4697,Khalid Abdullah,RB,,0.0,James Madison,5.0,1995-05-14,26.0,70,220,,,,750369.0,19600.0
12831,Tyler Kahmann,WR,,,Emporia State,1.0,2000-10-15,25.0,74,207,,,,,
12220,Brevin Easton,WR,,,Albany,1.0,2001-01-01,24.0,70,197,,,,,
13418,Robert Henry,RB,WAS,30.0,UTSA,0.0,2001-12-31,24.0,69,196,,,,,26770.0
5550,John David Moore,RB,,43.0,Louisiana State,4.0,1995-05-30,26.0,76,236,,,,739300.0,20501.0
12542,Efton Chism,WR,NE,86.0,Eastern Washington,1.0,2001-10-26,24.0,70,198,7.0,,,,25932.0
7552,Blake Proehl,WR,,13.0,East Carolina,2.0,1999-01-12,24.0,73,190,,,,,
3540,Jamaal Jones,WR,,15.0,Montana,6.0,1993-01-31,28.0,73,192,,,,608008.0,18307.0
7049,Jauan Jennings,WR,MIN,14.0,Tennessee,6.0,1997-07-10,29.0,75,212,3.0,,,,21717.0
8136,Rachaad White,RB,WAS,1.0,Arizona State,4.0,1999-01-12,27.0,72,214,2.0,,,,23217.0
11610,Malik Washington,WR,MIA,6.0,Virginia,2.0,2001-01-04,25.0,68,195,1.0,,,,25103.0
5024,James Washington,WR,,83.0,Oklahoma State,6.0,1996-04-02,28.0,73,213,,,,835437.0,19865.0
13599,Kyron Drones,QB,GB,13.0,Virginia Tech,0.0,2003-07-24,22.0,74,226,,,,,28320.0
12413,Hamze El-Zayat,WR,,,Eastern Michigan,1.0,1999-10-19,25.0,68,162,,,,,
2304,Jerome Cunningham,TE,,83.0,Southern Connecticut State,8.0,1991-05-25,30.0,76,254,,,,512900.0,16759.0
8070,Travis Toivonen,WR,,87.0,North Dakota,1.0,1998-04-22,24.0,76,212,,,,,
6519,Darrius Shepherd,WR,,20.0,North Dakota State,4.0,1995-11-01,27.0,71,186,,,,831003.0,21513.0
11918,Ahmarean Brown,WR,,,South Carolina,1.0,2000-12-19,24.0,68,170,,,,,
2565,Jean Sifrin,TE,,0.0,UMass,1.0,1987-07-23,38.0,77,245,,,,824329.0,17029.0
4943,Sam Darnold,QB,SEA,14.0,USC,8.0,1997-06-05,29.0,75,225,1.0,,,880026.0,19812.0
5809,Ja'Quan Gardner,RB,,38.0,Humboldt State,4.0,,,67,205,,,,1136226.0,20706.0
10228,Charlie Jones,WR,CIN,15.0,Purdue,3.0,1998-10-29,27.0,72,190,8.0,Questionable,Ankle,,24122.0
4026,DeShone Kizer,QB,,0.0,Notre Dame,5.0,1995-01-03,27.0,76,233,,,,839059.0,18868.0
11598,Tanner McLachlan,TE,,42.0,Arizona,2.0,1999-03-15,27.0,77,245,,,,,25014.0
11995,Zack Annexstad,QB,,,Illinois State,1.0,2000-04-16,24.0,75,220,,,,,
11998,Emani Bailey,RB,,39.0,TCU,1.0,2001-11-28,23.0,67,202,,,,,
829,Andy Dalton,QB,PHI,14.0,TCU,15.0,1987-10-29,38.0,74,220,2.0,,,322858.0,12841.0
10222,Jayden Reed,WR,GB,11.0,Michigan State,3.0,2000-04-28,26.0,71,187,2.0,,,,23233.0
2754,Michael Johnson,WR,,0.0,Delaware,10.0,1991-09-10,33.0,74,210,,,,608969.0,17222.0
6388,Romello Brooker,TE,,84.0,Houston,3.0,1995-12-11,26.0,77,253,,,,831245.0,21296.0
2684,Corbin Louks,WR,,6.0,Nevada,10.0,1989-04-10,35.0,72,200,,,,383512.0,17152.0
7905,Dylan Soehner,TE,,89.0,Iowa State,1.0,1997-11-08,25.0,78,270,,,,,
12284,Michael Herzog,RB,,,Hillsdale,1.0,,,68,201,,,,,
11311,Jason Brownlee,WR,KC,89.0,Southern Miss,3.0,1999-01-30,27.0,75,202,7.0,,,,24345.0
4330,JoJo Natson,WR,,0.0,Akron,5.0,1994-02-01,27.0,67,153,,,,693276.0,19184.0
12532,Ja'Corey Brooks,WR,,88.0,Louisville,1.0,2001-10-31,24.0,75,195,,Questionable,Undisclosed,,26089.0
3278,Pharoh Cooper,WR,,0.0,South Carolina,7.0,1995-03-07,28.0,71,207,,,,744595.0,18039.0
12981,Gee Scott,TE,NYJ,30.0,Ohio State,1.0,2000-12-28,25.0,75,238,6.0,,,,25329.0
2581,Jahwan Edwards,RB,,0.0,Ball State,10.0,1992-07-27,32.0,70,219,,,,591565.0,17046.0
4544,Daikiel Shorts,WR,,16.0,West Virginia,5.0,1994-10-06,27.0,73,202,,,,728034.0,19423.0
11370,Chris Brooks,RB,GB,30.0,BYU,3.0,2000-01-11,26.0,73,219,3.0,,,,23192.0
7794,Chris Evans,RB,,25.0,Michigan,4.0,1997-10-05,27.0,71,215,,,,,
11574,Dylan Laube,RB,LV,23.0,New Hampshire,2.0,1999-12-14,26.0,69,204,4.0,,,,25054.0
6323,Andrew Beck,RB,NYJ,47.0,Texas,7.0,1996-05-15,30.0,75,255,4.0,,,824428.0,21227.0
7606,Kadarius Toney,WR,,87.0,Florida,3.0,1999-01-27,25.0,72,193,,,,,
6927,Quez Watkins,WR,PHI,86.0,Southern Miss,6.0,1998-06-09,28.0,72,193,6.0,,,,21957.0
3615,Sione Houma,RB,,0.0,Michigan,9.0,1994-06-21,30.0,72,243,,,,696133.0,18402.0
2561,Anthony Boone,QB,,3.0,Duke,11.0,1991-10-29,34.0,72,225,,,,556167.0,17024.0
13246,Jaden Smith,WR,DAL,17.0,Nevada,1.0,2001-12-13,24.0,78,210,,,,,25921.0
8111,Cade Otton,TE,TB,88.0,Washington,4.0,1999-04-15,27.0,77,247,1.0,,,,23134.0
2929,Adrian Coxson,WR,,0.0,Stony Brook,10.0,1991-08-14,33.0,73,215,,,,557181.0,17398.0
6742,Marquis Young,RB,,40.0,Massachusetts,3.0,1995-02-11,26.0,71,210,,,,869591.0,21345.0
8245,Derrick Deese,TE,,86.0,San Jose State,2.0,1998-08-19,24.0,76,248,,,,,
4061,Davis Webb,QB,,12.0,California,6.0,1995-01-22,28.0,77,225,,,,733638.0,18907.0
13957,Kenny Fletcher,TE,TB,81.0,Rutgers,0.0,,,75,250,,,,,28493.0
3269,Chris Moore,WR,,19.0,Cincinnati,10.0,1993-06-16,32.0,73,200,,,,606551.0,18030.0
6970,Stephen Sullivan,TE,,85.0,LSU,5.0,1996-11-28,28.0,77,245,,,,,21865.0
8092,Corey Taylor,RB,,0.0,Tulsa,1.0,1997-07-04,24.0,70,215,,,,,
6259,Darnell Holland,RB,,0.0,Kennesaw State,3.0,1996-11-06,25.0,70,195,,,,874217.0,21194.0
12374,Brenden Bates,TE,CLE,82.0,Kentucky,2.0,1999-10-17,26.0,77,255,2.0,,,,25486.0
2957,Ernst Brun,TE,,0.0,Iowa State,10.0,1990-12-04,34.0,75,251,,,,599088.0,17436.0
13554,CJ Williams,WR,JAX,18.0,Stanford,0.0,2003-10-23,22.0,73,205,,,,,28227.0
12866,Jalin Conyers,TE,,80.0,Texas Tech,1.0,2001-07-26,24.0,76,265,,,,,26116.0
6522,T.J. Linta,QB,,0.0,Wagner,3.0,,,76,240,,,,831943.0,21372.0
1034,Brandon Bolden,RB,,34.0,Ole Miss,12.0,1990-01-26,34.0,71,220,,,,465752.0,13741.0
4798,C.J. Germany,WR,,2.0,"Notre Dame College, Ohio",5.0,,,71,180,,,,893438.0,19712.0
13270,CJ Daniels,WR,LAR,6.0,Miami (FL),0.0,2002-01-04,24.0,74,202,5.0,,,,26849.0
13805,E.J. Williams,WR,LV,88.0,Indiana,0.0,2001-11-14,24.0,75,205,,,,,28423.0
5808,Connor Jessop,QB,,2.0,Shepherd,4.0,,,77,220,,,,691652.0,20704.0
5242,Dontez Byrd,WR,,19.0,Tennessee Tech,4.0,1995-08-09,26.0,71,180,,,,749129.0,20225.0
11647,Kimani Vidal,RB,LAC,28.0,Troy,2.0,2001-08-28,24.0,68,215,3.0,,,,25079.0
6045,Gary Jennings,WR,,86.0,West Virginia,4.0,1997-03-07,26.0,73,216,,,,877654.0,20829.0
4821,Jamari Staples,WR,,6.0,Louisville,5.0,1994-09-10,27.0,76,195,,,,750823.0,19392.0
13273,Josh Cuevas,TE,BAL,85.0,Alabama,0.0,2003-09-15,22.0,75,245,4.0,,,,28057.0
13608,Jerand Bradley,WR,LAC,36.0,Kansas State,0.0,2002-10-10,23.0,77,223,,,,,28244.0
13282,Jack Endries,TE,CIN,84.0,Texas,0.0,2004-03-26,22.0,77,245,5.0,,,,26754.0
6395,Trinity Benson,WR,,82.0,East Central,4.0,1997-01-16,26.0,72,180,,,,1165782.0,21368.0
11478,Gavin Holmes,WR,,84.0,Baylor,1.0,1998-09-29,24.0,70,200,,,,,
8549,Trevon Clark,WR,,0.0,California,1.0,1999-09-27,23.0,75,193,,,,,
7608,Khalil Herbert,RB,,31.0,Virginia Tech,5.0,1998-04-21,27.0,69,212,,,,,22563.0
6402,Steven Sims,WR,,80.0,Kansas,7.0,1997-03-31,28.0,70,190,,,,877596.0,21400.0
8484,Ko Kieft,TE,TB,41.0,Minnesota,4.0,1998-01-20,28.0,77,265,4.0,Questionable,Leg,,23618.0
8213,Dai'Jean Dixon,WR,,0.0,Nicholls State,2.0,1998-10-16,24.0,76,200,,,,,
11226,Tyjon Lindsey,WR,,81.0,Oregon State,1.0,1999-01-07,24.0,68,171,,,,,
7412,Sandro Platzgummer,RB,,34.0,,3.0,1997-03-10,25.0,72,198,,,,,22395.0
7499,Paul Quessenberry,TE,,40.0,Navy,2.0,1992-01-08,30.0,74,250,,,,,22475.0
